"Id";"CIF";"Entidad_Norm";"Provincia_Entidad";"ID_ENTIDAD";"NIF_COD";"ACRONIMO";"NOMBRE_ENTIDAD";"Nombre_Entidad_Mostrar";"TIPO_ENTIDAD_N1_1";"TIPO_ENTIDAD_N2_1";"DIRECCION_POSTAL";"COD_POSTAL";"COD_PROVINCIA";"PROVINCIA";"COD_CCAA";"CCAA";"ENLACE_WEB";"SOMMA";"TIPO_ENTIDAD_REGIONAL";"ESTADO_x";"CodigoInvente";"DenominacionSocial";"FormaJuridica_Codigo";"FormaJuridica_Descripcion";"NIF";"codigoDir3";"codigoOrigen";"Provincia_Codigo";"C_ID_UD_ORGANICA";"C_DNM_UD_ORGANICA";"C_ID_NIVEL_ADMON";"C_ID_TIPO_ENT_PUBLICA";"N_NIVEL_JERARQUICO";"C_ID_DEP_UD_SUPERIOR";"C_DNM_UD_ORGANICA_SUPERIOR";"C_ID_DEP_UD_PRINCIPAL";"C_DNM_UD_ORGANICA_PRINCIPAL";"B_SW_DEP_EDP_PRINCIPAL";"C_ID_DEP_EDP_PRINCIPAL";"C_DNM_UD_ORGANICA_EDP_PRINCIPAL";"C_ID_ESTADO";"D_VIG_ALTA_OFICIAL";"NIF_CIF";"C_ID_AMB_PROVINCIA";"C_DESC_PROV";"CONTACTOS";"List_Entidad_Norm";"List_Provincia_Entidad";"List_CIF"
2317;"P4519900G";"ayuntamiento de villatobas";45;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"L01451989";"Ayuntamiento de Villatobas";3;"AY";1;"LA9999999";"Entidades Locales";"L01451989";"Ayuntamiento de Villatobas";"N";"NaN";"NaN";"V";"NaN";"P4519900G";"45,0000";"Toledo";"registro@villatobas.es,villatobas@diputoledo.es";"['ayuntamiento de villatobas']";"[45]";"['P4519900G']"
5569;"";"colectic sccl";77;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['colectic sccl']";"[77]";"[]"
5656;"G65383606";"associacio low impact mediterranean arquitecture";8;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['associacio low impact mediterranean arquitecture']";"[8]";"['G65383606']"
2149;"P0800004D";"consorci de salut i d atencio social de catalunya";8;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"INV00001346";"Consorci de Salut i d'Atenció Social de Catalunya ";1;"Consorcio";"P0800004D";"I00000596";"0900058CC000";8;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['consorcio de salud y de atencion social de cataluna', 'consorci de salut i d atencio social de catalunya', 'consorci de salut i d atencio social de catalunya consorcio de salud y atencion social de catalua']";"[8]";"['P0800004D']"
5739;"";"concello de ourense ayuntamiento de orense";32;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['concello de ourense ayuntamiento de orense']";"[32]";"[]"
4874;"B33979378";"gobertia investigacion y desarrollo s l";33;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['gobertia investigacion y desarrollo s l']";"[33]";"['B33979378']"
3415;"A11655156";"desarrollo andaluz de diagnostico por imagen sa";11;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['desarrollo andaluz de diagnostico por imagen sa']";"[11]";"['A11655156']"
4810;"B63893200";"alma it systems s l";8;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['alma it systems s l']";"[8]";"['B63893200']"
5171;"G33016791";"f san martin";33;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"INV00002565";"F. San Martín";6;"Fundación ";"G33016791";"NaN";"0300008HH000";33;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['f san martin', 'fundacion san martin']";"[33]";"['G33016791']"
4885;"B85873842";"trinodus sl";28;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['trinodus sl']";"[28]";"['B85873842']"
1201;"F20780276";"fagor aotek s coop";20;1225;"F20780276";"AOTEK";"";"Fagor Aotek S.Coop.";"Empresa";"Empresa pendiente de clasificar";"Barrio San Andrés, 19, Arrasate";20500;20;"Gipuzkoa";16;"País Vasco";"http://www.aotek.es/";"";"";"NO ACTIVO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['fagor aotek s coop']";"[20]";"['F20780276']"
6215;"";"fundacion canaria yrichen";77;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['fundacion canaria yrichen']";"[77]";"[]"
7597;"B86440906";"nommon solutions and technologies sl";28;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['nommon solutions and technologies sl']";"[28]";"['B86440906']"
584;"G66210345";"fundacio eurecat";8;591;"G66210345";"EURECAT";"FUNDACIO EURECAT";"Fundació Eurecat";"Centro tecnológico y de apoyo a la innovación tecnológica";"Centro Tecnológico Registrado";"Avenida Universitat Autonoma, 23";8005;8;"Barcelona";9;"Cataluña";"http://www.eurecat.org/es";"";"";"ACTIVO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['fundacio eurecat']";"[8]";"['G66210345']"
987;"G81972242";"centro nacional de investigaciones oncologicas";28;1001;"G81972242";"CNIO";"CENTRO NACIONAL DE INVESTIGACIONES ONCOLOGICAS CARLOS III MP CNIO";"Centro Nacional de Investigaciónes Oncológicas";"Organismo público de I+D Estatal";"Centro nacional de I+D";"Calle de Melchor Fernández Almagro, 3";28029;28;"Madrid";13;"Madrid, Comunidad de";"https://www.cnio.es/";"Centro Severo Ochoa";"";"ACTIVO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['centro nacional de investigaciones oncologicas', 'fundacion centro nacional de investigaciones oncologicas carlos iii', 'fundacion centro nal de inv oncologicas']";"[28]";"['G81972242']"
7151;"F10109296";"soc cooperativa tabaquera comunitaria";10;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['soc cooperativa tabaquera comunitaria']";"[10]";"['F10109296']"
4704;"A43066299";"carlos castilla ingenieros sa";43;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['carlos castilla ingenieros sa']";"[43]";"['A43066299']"
2599;"B93377166";"emporia softlabs sl";14;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['emporia softlabs sl']";"[14]";"['B93377166']"
2048;"";"cabildo de tenerife";38;100019;"";"CABILDO TENERIFE";"";"Cabildo de Tenerife";"Administración pública";"Administración pública";"Plaza de España, 1";38003;38;"Santa Cruz de Tenerife";5;"Canarias";"https://www.tenerife.es/portalcabtfe/es/";"";"";"NO ACTIVO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['cabildo de tenerife']";"[38]";"[]"
5310;"P4800000D";"diputacion foral de bizkaia";48;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"L02000048";"Diputación Foral de Bizkaia";3;"DP";1;"LA9999999";"Entidades Locales";"L02000048";"Diputación Foral de Bizkaia";"N";"NaN";"NaN";"V";"NaN";"P4800000D";"48,0000";"Bizkaia";"NaN";"['diputacion foral de bizkaia', 'diputacion foral de vizcaya bizkaiko foru aldundia']";"[48]";"['P4800000D']"
6388;"G41754904";"federacion de cooperativas agro alimentarias de andalucia";41;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['cooperativas agroalimentarias de andalucia', 'coop agro alimentarias de andalucia', 'federacion de cooperativas agro alimentarias de andalucia']";"[41]";"['G41754904']"
4441;"B92955731";"acer campestres sl";23;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['acer campestres sl']";"[23]";"['B92955731']"
1190;"";"instituto cavanilles de biodiversidad y biologia evolutiva";46;1214;"";"Instituto Cavanilles";"";"Instituto Cavanilles de Biodiversidad y Biología Evolutiva";"Centro de Investigación";"Centro/Instituto propio";"Calle Catedrático José Beltrán, 2, Paterna";46980;46;"Valencia/València";10;"Comunitat Valenciana";"https://www.uv.es/uvweb/instituto-universitario-cavanilles-biodiversidad-biologia-evolutiva/es/instituto-cavanilles-biodiversidad-biologia-evolutiva-1285893448913.html";"";"";"ACTIVO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['instituto cavanilles de biodiversidad y biologia evolutiva']";"[46]";"[]"
581;"";"centro de investigacion agraria el socorro";28;588;"";"Finca El Socorro";"Centro de Investigación Agraria El Socorro (Colmenar de Oreja)";"Centro de Investigación Agraria El Socorro";"Organismo de I+D Regional";"Centro/Instituto propio";"Carretera Chichón - Belmonte de Tajo";28380;28;"Madrid";13;"Madrid, Comunidad de";"https://www.comunidad.madrid/centros/finca-socorro-colmenar-oreja";"";"";"ACTIVO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['centro de investigacion agraria el socorro']";"[28]";"[]"
3771;"B87370789";"fossil ion technology sl";28;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['fossil ion technology sl']";"[28]";"['B87370789']"
5587;"G20861548";"asociacion ik4 research alliance";20;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['asociacion ik4 research alliance']";"[20]";"['G20861548']"
1020;"";"departamento de biologia estructural del instituto de biologia molecular de barcelona";8;1034;"";"DSB";"DEPARTAMENTO DE BIOLOGÍA ESTRUCTURAL DEL INSTITUTO DE BIOLOGÍA MOLECULAR DE BARCELONA";"Departamento de Biología Estructural del Instituto de Biología Molecular de Barcelona";"Unidad/Grupo de Investigación";"Grupo Investigación propio";"Carrer Baldiri Reixac, 4-8, Molecular Biology Institute of Barcelona";8028;8;"Barcelona";9;"Cataluña";"https://www.ibmb.csic.es/en/department-of-structural-biology-dsb/";"Centro María de Maeztu";"";"ACTIVO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['departamento de biologia estructural del instituto de biologia molecular de barcelona']";"[8]";"[]"
2478;"B66028507";"quizlyse solutions sl";8;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['quizlyse solutions sl']";"[8]";"['B66028507']"
4014;"A41142241";"isotrol sa";41;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['isotrol sa']";"[41]";"['A41142241']"
7304;"B31870884";"fernando sarria estructuras sl";31;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['fernando sarria estructuras sl']";"[31]";"['B31870884']"
6848;"G61847356";"cetir fundacion privada";8;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"['cetir fundacion privada']";"[8]";"['G61847356']"
